,Station_ID,lonWGS84,latWGS84,xWGS84_UTM10N,yWGS84_UTM10N,zWGS84,OG,FAA,SBA,TTC,CBA,ISO
452,SFQ56,-122.7424544008,38.4350853788,522477.587,4254121.843,4.96555,980009.86,-9.37,-13.4,0.91,-12.54,-11.88
453,SFQ57,-122.7429544178,38.4389182988,522432.761,4254547.025,6.25864,980013.23,-5.94,-10.11,0.91,-9.25,-8.43
454,SFQ58,-122.7434544351,38.4427512168,522387.94,4254972.206,7.00473,980015.77,-3.51,-7.77,0.91,-6.9,-5.91
455,SFQ59,-122.7459545053,38.4459181788,522168.797,4255323.01,6.67585,980016.67,-2.99,-7.21,0.92,-6.35,-5.28
456,SFQ60,-122.7462885096,38.4495851096,522138.531,4255729.816,4.06793,980017.03,-3.77,-7.69,0.92,-6.82,-5.59
457,SFQ61,-122.7461214964,38.4534180356,522151.932,4256155.161,8.012,980016.09,-3.83,-8.2,0.93,-7.32,-5.9
458,SFQ62,-122.7452884606,38.4584179399,522223.084,4256710.156,5.47107,980015.16,-5.99,-10.07,0.94,-9.18,-7.46
459,SFQ63,-122.7446214252,38.4622508705,522280.103,4257135.623,8.26113,980014.02,-6.61,-11.0,0.95,-10.11,-8.17
460,SFQ64,-122.743954385,38.466084805,522337.115,4257561.202,7.05619,980013.69,-7.66,-11.91,0.96,-11.0,-8.84
461,SFQ65,-122.7454544005,38.4700847654,522205.029,4258004.68,6.8543,980013.09,-8.67,-12.9,0.97,-11.98,-9.68
462,SFQ71,-122.8274570004,38.4079202342,515064.522,4251090.285,0.30023,980017.06,-1.16,-4.69,1.1,-3.63,-7.37
463,SFQ72,-122.8272909493,38.4140870755,515077.739,4251774.585,-4.07466,980019.34,-0.78,-3.81,1.08,-2.77,-6.2
464,SFQ73,-122.8291239821,38.419752955,514916.547,4252402.973,-2.8735,980020.26,0.01,-3.16,1.13,-2.07,-5.3
465,SFQ74,-122.8252907582,38.4302527067,515248.959,4253568.655,-10.5224,980022.81,-0.73,-3.05,1.04,-2.03,-4.56
466,SFQ75,-122.8069560245,38.4422522446,516846.463,4254903.322,-6.02064,980020.14,-3.09,-5.9,0.96,-4.96,-6.22
467,SFQ76,-122.8066229747,38.4474191391,516874.324,4255476.705,-12.89455,980024.66,-1.15,-3.19,0.97,-2.24,-3.23
468,SFQ77,-122.8066229265,38.4529190396,516873.047,4256086.978,-6.53945,980024.83,0.5,-2.25,0.96,-1.32,-2.04
469,SFQ78,-122.8067898959,38.45658598,516857.625,4256493.835,2.46263,980023.85,1.97,-1.79,0.97,-0.87,-1.43
470,SFQ79,-122.8067898585,38.459918926,516856.853,4256863.661,-0.08831,980023.89,0.92,-2.55,0.96,-1.63,-2.02
471,SFQ80,-122.8069558228,38.4635858738,516841.52,4257270.519,-0.47523,980023.55,0.14,-3.29,0.97,-2.36,-2.58
472,SFQ81,-122.8159562119,38.4562520865,516057.935,4256455.148,-2.94414,980025.8200000001,2.3,-0.85,0.98,0.09,-0.8
473,SFQ82,-122.8159561724,38.459752024,516057.163,4256843.504,-4.21508,980026.39,2.17,-0.84,1.0,0.12,-0.59
474,SFQ83,-122.8161231364,38.4637519603,516041.71,4257287.312,-3.59499,980025.88,1.49,-1.58,1.0,-0.62,-1.13
475,SFQ84,-122.8161230183,38.4742518103,516039.394,4258452.387,-0.18679,980022.5,-1.77,-5.22,0.99,-4.28,-4.24
476,SFQ85,-122.8162896956,38.4784189845,516023.933,4258914.753,0.97329,980021.26,-3.02,-6.6,1.0,-5.65,-5.39
477,SFQ86,-122.7697890468,38.4634181979,520084.067,4257259.363,6.3538,980017.01,-4.3,-8.48,0.93,-7.6,-6.49
478,SFQ87,-122.7697890664,38.4600852485,520084.989,4256889.536,4.63574,980017.71,-3.83,-7.82,0.93,-6.94,-6.01
479,SFQ88,-122.7697890825,38.4564183104,520086.005,4256482.649,0.75267,980017.91,-4.5,-8.06,0.92,-7.18,-6.42
480,SFQ89,-122.7697891101,38.4487514537,520088.128,4255631.928,-2.74848,980015.6799999999,-7.13,-10.3,0.9,-9.43,-9.05
481,SFQ90,-122.7697891233,38.4417516033,520090.067,4254855.219,-0.33461,980012.81,-8.63,-12.07,0.93,-11.18,-11.15
482,SFQ98,-122.7792893741,38.3999198401,519272.109,4250211.528,-4.43417,980010.4,-8.58,-11.58,0.91,-10.7,-13.03
483,SFQ99,-122.7754552363,38.4032526959,519606.0,4250582.15,-3.8432,980009.86,-9.24,-12.3,0.9,-11.43,-13.47
484,SFR00,-122.7687890566,38.408252423,520186.663,4251138.357,-1.56928,980007.14,-11.7,-15.02,0.89,-14.17,-15.73
485,SFR01,-122.7687890081,38.4132523274,520185.277,4251693.147,-4.69719,980006.52,-13.73,-16.69,0.89,-15.84,-17.17
486,SFR02,-122.7687889961,38.4210861327,520183.098,4252562.387,-3.75904,980006.34,-14.32,-17.38,0.89,-16.53,-17.49
487,SFR03,-122.7691221042,38.4289189054,520151.843,4253431.442,0.65812,980007.99,-12.0,-15.56,0.9,-14.7,-15.28
488,SFR04,-122.7697891242,38.4334188049,520092.376,4253930.607,-0.42577,980010.03,-10.7,-14.13,0.89,-13.28,-13.66
489,SFR05,-122.6914526339,38.416918364,526935.58,4252119.691,40.93589,980003.83,-2.73,-10.77,1.49,-9.39,-7.85
490,SFR06,-122.695452787,38.417085383,526586.313,4252137.063,30.55599,980003.1,-6.67,-13.56,1.36,-12.28,-10.86
491,SFR07,-122.7001199616,38.416585423,526179.058,4252080.252,24.7161,980002.84,-8.68,-14.92,1.16,-13.83,-12.59
492,SFR08,-122.708620267,38.4165854835,525436.993,4252077.879,15.51132,980003.19,-11.16,-16.37,1.01,-15.42,-14.48
493,SFR09,-122.7131204219,38.4165855203,525044.136,4252076.651,12.90744,980003.0700000001,-12.08,-17.0,0.97,-16.09,-15.31
494,SFR53,-122.8697927151,38.3999209823,511369.493,4250196.623,15.64617,980014.4,1.64,-3.62,1.39,-2.29,-8.0
495,SFR54,-122.8691256645,38.4037538551,511427.136,4250622.0,50.89023,980009.1799999999,6.95,-2.24,1.36,-0.99,-6.51
496,SFR63,-122.9106283263,38.4054211724,507803.2,4250802.678,177.88633,979985.0,21.82,-1.59,2.26,0.39,-6.75
497,SFR64,-122.9037950151,38.4080880024,508399.52,4251099.19,123.33321,979995.42,15.17,-2.13,1.7,-0.65,-7.35
498,SFR65,-122.8927945385,38.4089208576,509359.849,4251192.662,100.60194,979998.31,10.97,-3.79,1.7,-2.28,-8.49
499,SFR66,-122.8836271025,38.4165875244,510159.163,4252044.326,38.69085,980013.37,6.24,-1.59,1.66,-0.03,-5.48
500,SFR67,-122.8704586055,38.4215873445,511307.972,4252600.639,1.7366,980024.09,5.11,1.42,1.26,2.63,-2.05
501,SFR68,-122.8636253159,38.423587222,511904.138,4252823.406,1.07546,980024.55,5.19,1.57,1.26,2.79,-1.52
502,SFR69,-122.8537918921,38.4252530957,512762.204,4253009.567,11.91124,980020.53,4.36,-0.47,1.18,0.66,-3.19
503,SFS00,-122.8186247848,38.5474165745,515805.165,4266570.454,5.35167,980023.21,-5.87,-9.92,1.06,-8.9,-4.85
504,SFS01,-122.8242919724,38.5474166284,515311.322,4266569.501,5.37382,980025.3200000001,-3.75,-7.8,1.07,-6.78,-2.93
505,SFS02,-122.8301250399,38.5474167386,514803.024,4266568.558,4.27097,980025.09,-4.32,-8.25,1.07,-7.22,-3.58
506,SFS03,-122.8364582572,38.5475837905,514251.11,4266586.094,12.09914,980023.61,-3.39,-8.2,1.09,-7.17,-3.73
507,SFS04,-122.8417924671,38.5479168211,513786.22,4266622.235,4.65828,980025.12,-4.21,-8.18,1.27,-6.96,-3.68
508,SFS05,-122.8459586118,38.5475838632,513423.244,4266584.673,-7.14162,980028.59,-4.35,-7.0,1.28,-5.75,-2.63
509,SFS06,-122.8139576166,38.5474165333,516211.866,4266571.262,4.20055,980022.08,-7.35,-11.27,1.05,-10.27,-6.05
510,SFS07,-122.7511216985,38.5550828822,521685.137,4267434.892,106.79008,979997.76,-0.76,-16.13,1.91,-14.41,-7.7
511,SFS08,-122.7556219148,38.5537489533,521293.419,4267285.824,77.87417,980002.8,-4.52,-16.66,2.0,-14.81,-8.31
512,SFS09,-122.7584550477,38.5522490174,521046.996,4267118.734,64.41621,980005.16,-6.17,-16.81,1.85,-15.09,-8.75
513,SFS10,-122.7621222147,38.5497491169,520728.175,4266840.505,53.60326,980005.79,-8.65,-18.08,1.51,-16.69,-10.61
514,SFS11,-122.7652893467,38.5464162394,520453.142,4266469.971,45.95828,980004.86,-11.64,-20.22,1.57,-18.75,-12.96
515,SFS12,-122.7699555604,38.5459162891,520046.657,4266413.468,33.01739,980006.5,-13.94,-21.07,1.64,-19.52,-13.92
516,SFS13,-122.7734557883,38.5549160409,519739.177,4267411.347,45.32765,980005.85,-11.59,-20.1,1.49,-18.71,-12.71
517,SFS14,-122.77478988,38.5629158189,519620.761,4268298.74,63.37084,980004.88,-7.71,-18.23,1.17,-17.19,-10.8
518,SFS15,-122.7744558554,38.5705826097,519647.774,4269149.541,65.65798,980007.92,-4.65,-15.42,1.32,-14.24,-7.38
519,SFS16,-122.7647891282,38.5817482667,520486.699,4270390.63,51.26994,980013.77,-4.24,-13.4,1.53,-11.98,-4.11
520,SFS17,-122.7661221728,38.5884151177,520368.708,4271130.11,36.6591,980017.28,-5.84,-13.36,1.56,-11.89,-3.64
521,SFS18,-122.7736224955,38.5942480522,519713.9,4271775.716,28.55441,980018.26,-7.87,-14.49,1.52,-13.05,-4.7
522,SFS19,-122.774789775,38.5450833507,519625.617,4266320.0,34.4615,980006.23,-13.69,-20.98,1.36,-19.71,-14.33
523,SFS20,-122.8166237607,38.5219177405,515985.178,4263741.39,-1.33787,980018.78,-10.08,-13.39,1.02,-12.41,-9.79
524,SFS21,-122.8212906843,38.5147510285,515579.899,4262945.356,-0.82088,980019.5,-8.56,-11.93,1.03,-10.94,-8.89
525,SFS22,-122.8314568982,38.5147510163,514693.607,4262943.683,1.02738,980021.52,-5.97,-9.55,1.03,-8.56,-6.85
526,SFS23,-122.8262907461,38.5145850074,515144.028,4262926.1,3.65324,980019.71,-6.95,-10.83,1.03,-9.85,-7.98
527,SFS24,-122.8209559239,38.50008558,515612.25,4261318.108,5.07583,980018.79,-6.14,-10.18,1.02,-9.21,-7.95
528,SFS25,-122.8259578347,38.5437498094,515166.928,4266162.346,3.77079,980023.6,-5.63,-9.51,1.06,-8.49,-4.91
529,SFS26,-122.8257917271,38.5390839544,515182.384,4265644.638,-1.0933,980023.88,-6.44,-9.77,1.06,-8.75,-5.43
530,SFS27,-122.8257917271,38.5390839544,515182.384,4265644.638,4.2107,980024.3200000001,-4.36,-8.29,1.07,-7.26,-3.94
531,SFS28,-122.8261244892,38.5290842927,515155.481,4264534.998,-3.60149,980025.0,-5.2,-8.25,1.06,-7.23,-4.49
532,SFS29,-122.8304576051,38.5290843235,514777.794,4264534.296,0.17363,980024.14,-4.89,-8.37,1.06,-7.35,-4.76
533,SFS30,-122.8306245119,38.5257504414,514763.928,4264164.335,-3.64943,980024.13,-5.78,-8.84,1.05,-7.82,-5.44
534,SFS31,-122.835791665,38.5255844771,514313.556,4264145.102,2.4107,980023.97,-4.06,-7.79,1.09,-6.74,-4.55
535,SFS32,-122.8399578085,38.5254175031,513950.437,4264125.934,-1.6772,980024.6799999999,-4.59,-7.87,1.16,-6.75,-4.72
536,SFS33,-122.839957402,38.521750803,513951.181,4263719.07,3.45373,980023.11,-4.25,-8.1,1.08,-7.07,-5.27
537,SFS34,-122.8402913115,38.5177509328,513922.844,4263275.185,-5.88834,980024.88,-5.01,-7.81,1.09,-6.75,-5.18
538,SFS35,-122.8402912174,38.5135850613,513923.654,4262812.932,-11.51142,980026.12,-5.13,-7.31,1.06,-6.27,-4.92
539,SFS36,-122.8469575365,38.5110851206,513342.935,4262534.546,-5.64129,980026.76,-2.45,-5.29,1.08,-4.24,-3.25
540,SFS37,-122.8479575073,38.5074182222,513256.426,4262127.516,-11.23134,980029.62,-0.99,-3.21,1.12,-2.11,-1.37
541,SFS38,-122.871625544,38.5032513745,511193.478,4261662.011,36.5052,980022.81,7.3,-0.25,1.24,0.89,0.54
542,SFS39,-122.8681254092,38.505085319,511498.378,4261865.94,27.79514,980026.3200000001,7.96,1.38,1.23,2.53,2.41
543,SFS40,-122.8654582834,38.5047513236,511730.983,4261829.216,16.33406,980028.76,6.9,1.6,1.17,2.7,2.67
544,SFS41,-122.8101244765,38.5479164851,516545.774,4266627.421,4.45246,980021.09,-8.31,-12.26,1.05,-11.25,-6.87
545,SFS42,-122.824956419,38.470251924,515269.709,4258007.053,1.98736,980024.75,1.51,-2.19,1.02,-1.21,-1.71
546,SFS43,-122.8252904774,38.4732518392,515239.936,4258339.872,-2.14958,980024.9,0.12,-3.12,0.99,-2.16,-2.52
547,SFS44,-122.8252902265,38.4769189506,515239.186,4258746.779,-1.63251,980024.05,-0.89,-4.19,1.0,-3.22,-3.35
548,SFS45,-122.8254562122,38.4805858869,515223.937,4259153.639,-2.99543,980023.46,-2.23,-5.37,1.03,-4.38,-4.32
549,SFS46,-122.8254562014,38.4839188249,515223.237,4259523.467,-9.60137,980024.4,-3.63,-6.03,1.01,-5.04,-4.8
550,SFS47,-122.8257902155,38.4872517589,515193.405,4259893.239,-8.6483,980023.61,-4.42,-6.92,1.01,-5.95,-5.54
551,SFS48,-122.8256232142,38.4905856893,515207.269,4260263.204,-7.57224,980023.25,-4.74,-7.37,1.01,-6.39,-5.81
552,SFS49,-122.825623204,38.493918625,515206.569,4260633.032,-8.44917,980023.74,-4.82,-7.34,1.02,-6.35,-5.58
553,SFS50,-122.8271233096,38.4965855558,515075.197,4260928.712,-7.52808,980024.38,-4.13,-6.76,1.06,-5.73,-4.87
554,SFS51,-122.8522915162,38.4847518201,512882.584,4259611.801,4.55034,980025.7,1.98,-2.01,1.25,-0.81,-1.48
555,SFS52,-122.8532915916,38.4929186134,512793.917,4260517.861,-12.49848,980032.36,2.65,0.57,1.31,1.86,1.61
556,SFS53,-122.8352909487,38.5109181404,514360.115,4262517.774,2.0784,980022.19,-4.63,-8.33,1.06,-7.31,-5.95
557,SFS54,-122.825956422,38.5057513055,515175.028,4261945.951,2.46606,980020.35,-5.89,-9.64,1.01,-8.67,-7.27
558,SFS55,-122.8471253786,38.5350842233,513323.877,4265197.512,-7.34383,980028.45,-3.43,-6.07,1.28,-4.82,-2.46
559,SFS56,-122.8541250989,38.5217508092,512716.158,4263717.017,-10.9719,980029.63,-2.18,-4.42,1.15,-3.3,-1.97
560,SFS57,-122.849457887,38.5215848057,513123.037,4263699.252,-7.77003,980027.73,-3.08,-5.67,1.22,-4.48,-3.0
561,SFS58,-122.86629218,38.4872517836,511661.095,4259887.334,-3.04025,980028.04,1.75,-1.38,1.57,0.15,-0.86
562,SFS59,-122.8556246836,38.4877517511,512591.355,4259944.216,-2.27051,980028.22,2.12,-1.1,1.26,0.13,-0.48
563,SFS60,-122.8509574499,38.4800859266,512999.774,4259094.255,-4.17778,980028.94,2.94,-0.08,1.19,1.08,0.21
564,SFS61,-122.8491245262,38.4732519588,513160.888,4258336.21,8.34204,980024.1,2.56,-1.85,1.14,-0.76,-1.96
565,SFS62,-122.8467915012,38.457086293,513367.382,4256542.788,-3.21533,980026.0700000001,2.4,-0.72,1.09,0.33,-1.63
566,SFS63,-122.7976220855,38.4754188878,517652.928,4258585.271,12.05775,980016.67,-3.93,-8.75,0.96,-7.85,-7.1
567,SFS64,-122.7976224324,38.4725856553,517653.588,4258270.892,7.7917,980018.5,-3.17,-7.51,0.97,-6.59,-5.99
568,SFS65,-122.7976224736,38.4694186893,517654.357,4257919.482,1.35164,980020.3,-3.07,-6.7,0.95,-5.79,-5.35
569,SFS66,-122.7976224985,38.4674187126,517654.843,4257697.563,0.7976,980020.76,-2.6,-6.17,0.94,-5.27,-4.93
570,SFS67,-122.7841221808,38.4672515121,518832.617,4257681.684,7.15925,980018.52,-2.87,-7.15,0.96,-6.24,-5.45
571,SFS68,-122.8034571907,38.5477494422,517126.802,4266610.107,5.13529,980019.23,-9.95,-13.97,1.07,-12.95,-8.36
572,SFS69,-122.7992910154,38.5477494102,517489.844,4266610.887,7.82518,980017.53,-10.82,-15.15,1.08,-14.12,-9.41
573,SFS70,-122.7951238361,38.5477493786,517852.974,4266611.685,10.48707,980015.61,-11.93,-16.54,1.07,-15.53,-10.68
574,SFS71,-122.788456599,38.5522491774,518432.811,4267112.31,20.85499,980011.23,-13.51,-19.29,1.15,-18.21,-12.87
575,SFS72,-122.7974570353,38.5552491485,517647.825,4267443.429,14.56828,980015.61,-11.34,-16.41,1.13,-15.34,-10.12
576,SFS73,-122.7917907821,38.5550831103,518141.575,4267426.108,18.26813,980012.83,-12.96,-18.45,1.17,-17.35,-11.96
577,SFS74,-122.7979570877,38.5605829914,517602.954,4268035.191,24.10139,980013.39,-11.09,-17.23,1.16,-16.14,-10.63
578,SFS75,-122.8006242149,38.5669158364,517369.056,4268737.395,24.00358,980014.19,-10.89,-17.01,1.23,-15.86,-10.07
579,SFS76,-122.7981240752,38.5735826432,517585.236,4269477.64,29.49464,980013.35,-10.63,-17.36,1.42,-16.02,-9.74
580,SFS77,-122.7954565145,38.5767486045,517816.823,4269829.458,43.26564,980011.77,-8.25,-16.52,1.35,-15.27,-8.72
581,SFS78,-122.8234581196,38.5614162138,515381.001,4268123.073,10.00707,980027.58,-1.31,-5.87,1.09,-4.84,-0.16
582,W1,-122.8197924411,38.8204114864,515643.864,4296863.183,927.11594,979825.24,56.06,-50.98,11.97,-40.09,-19.44
583,W10,-122.8161252245,38.8179115266,515962.774,4296586.402,906.9708,979831.8200000001,56.65,-48.14,9.43,-39.77,-19.15
584,W112,-122.7306202572,38.7559119862,523406.014,4289724.886,958.00741,979823.72,69.77,-40.73,10.61,-31.22,-12.11
585,W113,-122.8336252732,38.7404146611,514459.176,4287983.899,583.04976,979909.63,41.49,-27.09,5.38,-22.48,-6.91
586,W114,-122.8252919373,38.7284147754,515185.945,4286653.667,556.78032,979914.8200000001,39.66,-26.0,5.43,-21.31,-6.24
587,W115,-122.8257922718,38.7194149139,515144.355,4285654.906,410.70616,979943.62,24.21,-25.11,4.81,-20.88,-6.34
588,W116,-122.832459093,38.6937485323,514569.997,4282805.74,43.80783,980016.26,-14.03,-22.32,2.58,-19.84,-6.97
589,W118,-122.8409596992,38.8335782916,513803.785,4298320.865,591.17574,979897.78,23.81,-45.64,6.21,-40.21,-19.14
590,W119,-122.841793823,38.8444108743,513729.306,4299522.81,548.73597,979905.97,17.94,-46.77,6.08,-41.41,-19.72
591,W12,-122.7691228599,38.8104109851,520045.31,4295763.341,956.82045,979823.81,64.64,-45.72,8.38,-38.44,-17.09
592,W120,-122.8284591165,38.841077826,514887.202,4299155.036,705.38756,979875.09,35.68,-46.56,4.6,-42.84,-21.08
593,W121,-122.8172924852,38.8337439353,515857.928,4298343.087,741.33113,979866.85,39.17,-47.08,5.51,-42.49,-20.86
594,W122,-122.8449598496,38.8262446309,513457.975,4297506.467,821.9317,979850.23,48.11,-47.17,9.26,-38.9,-18.55
595,W125,-122.8022916726,38.8262439871,517161.711,4297513.544,716.2056,979872.12,37.34,-46.09,4.85,-42.14,-20.51
596,W126,-122.8137919285,38.8037450288,516168.537,4295014.79,501.15547,979911.65,12.56,-46.83,6.43,-41.08,-20.9
597,W127,-122.8217923752,38.8060790663,515473.349,4295272.407,459.93072,979918.78,6.77,-48.01,6.91,-41.73,-21.61
598,W128,-122.831292892,38.8079121589,514648.066,4295474.256,472.225,979918.7,10.33,-45.83,6.92,-39.56,-19.6
599,W13,-122.7649555731,38.8045781192,520408.789,4295117.004,967.32923,979821.06,65.64,-45.89,8.88,-38.12,-17.0
600,W130,-122.7941239447,38.803911695,517876.278,4295036.946,892.53096,979833.7,55.31,-47.87,10.47,-38.45,-18.02
601,W139,-122.7524549077,38.7980781208,521496.17,4294398.58,1099.90378,979792.21,78.26,-48.11,11.39,-37.92,-16.97
602,W14,-122.7586221336,38.79541132,520961.404,4294101.22,939.70689,979828.01,64.89,-43.56,7.75,-36.89,-16.11
603,W142,-122.8651275852,38.7800806661,511714.908,4292380.995,768.44733,979865.6,51.13,-38.19,10.98,-28.16,-11.21
604,W147,-122.9659670652,38.8360796511,502953.759,4298586.972,535.262,979927.02,35.67,-27.56,4.4,-23.88,-6.93
605,W148,-122.9024636142,38.8477447337,508463.918,4299885.392,786.32659,979866.48,51.49,-39.82,8.49,-32.28,-12.51
606,W15,-122.7659554725,38.7959114363,520324.43,4294155.062,934.46708,979829.65,64.87,-42.98,7.85,-36.22,-15.58
607,W16,-122.7636223073,38.7924115115,520528.046,4293767.205,917.05596,979833.16,63.33,-42.59,8.34,-35.32,-14.81
608,W17,-122.8152921321,38.8137446726,516036.032,4296124.161,793.1437,979855.96,46.05,-46.01,6.95,-40.02,-19.53
609,W18,-122.8254586387,38.8127448853,515153.604,4296011.483,663.53494,979882.3,32.51,-45.05,5.98,-39.92,-19.67
610,W19,-122.8164581395,38.8094118554,515935.766,4295643.155,600.24164,979893.1799999999,24.15,-46.32,6.55,-40.56,-20.21
611,W2,-122.8052914598,38.8009119948,516907.307,4294701.953,466.67219,979916.08,6.59,-48.93,8.36,-41.21,-20.93
612,W20,-122.8091247171,38.8059118728,516573.292,4295256.074,582.56339,979895.85,21.68,-46.82,6.84,-40.74,-20.37
613,W21,-122.8157920507,38.8052450043,515994.53,4295180.886,547.54655,979902.72,17.81,-46.77,6.61,-40.89,-20.71
614,W23,-122.8061245299,38.803078929,516834.459,4294942.258,497.58426,979910.0,9.86,-49.13,8.3,-41.5,-21.13
615,W24,-122.8021242521,38.7972450748,517183.209,4294295.634,413.81904,979923.54,-1.93,-51.54,11.17,-40.95,-20.75
616,W25,-122.802957316,38.7989120285,517110.469,4294480.456,425.80009,979922.15,0.23,-50.72,10.99,-40.33,-20.07
617,W26,-122.8174580656,38.7994122484,515851.165,4294533.35,456.77948,979918.86,6.47,-47.96,8.57,-40.02,-20.16
618,W27,-122.8134578549,38.7992451903,516198.564,4294515.513,434.69437,979923.86,4.67,-47.29,8.67,-39.22,-19.24
619,W28,-122.8271255662,38.7999124073,515011.574,4294587.22,481.28673,979917.79,12.93,-44.25,5.58,-39.32,-19.74
620,W29,-122.8397933371,38.8057453576,513910.432,4295232.484,484.16917,979917.24,12.75,-44.74,8.64,-36.76,-17.2
621,W30,-122.8406262746,38.7964127323,513839.915,4294196.741,715.68902,979874.06,41.84,-41.57,6.99,-35.48,-16.7
622,W31,-122.8356259574,38.7937457676,514274.671,4293901.563,752.75884,979865.13,44.57,-42.98,7.89,-36.02,-17.27
623,W33,-122.7821236642,38.8237437522,518913.021,4297240.078,1023.34304,979809.97,70.14,-47.66,9.55,-39.26,-17.51
624,W35,-122.7987916495,38.8387434593,517462.47,4298901.248,959.77975,979823.63,62.87,-47.82,8.5,-40.42,-18.19
625,W37,-122.7997910835,38.7934121717,517386.749,4293870.748,472.09391,979915.04,7.89,-48.24,10.05,-38.84,-18.85
626,W38,-122.7967909175,38.7922451604,517647.581,4293741.823,481.70181,979913.84,9.76,-47.45,9.01,-39.1,-19.11
627,W39,-122.7912906118,38.7899121436,518125.843,4293484.01,559.22262,979901.34,21.38,-44.51,8.09,-37.16,-17.23
628,W40,-122.7827901505,38.7867450941,518864.92,4293134.291,545.39734,979904.04,20.09,-44.25,7.22,-37.75,-17.79
629,W41,-122.7796229943,38.7865790397,519140.036,4293116.522,536.99526,979904.79,18.26,-45.14,7.53,-38.32,-18.27
630,W42,-122.7687894039,38.783911891,520081.697,4292822.879,629.87293,979884.71,27.05,-46.73,8.64,-38.9,-18.81
631,W43,-122.7601216866,38.7745790173,520837.244,4291789.176,655.82752,979883.78,34.96,-41.73,6.62,-35.95,-16.21
632,W44,-122.7561214839,38.7730789803,521185.17,4291623.64,678.17139,979879.31,37.51,-41.67,5.61,-36.92,-17.19
633,W45,-122.7446209462,38.7700788488,522185.126,4291293.45,790.34304,979857.67,50.74,-41.0,4.78,-37.18,-17.45
634,W46,-122.7604551164,38.789744544,520803.874,4293471.975,954.23383,979824.59,66.46,-43.61,9.03,-35.68,-15.28
635,W5,-122.7732901202,38.8149108978,519682.26,4296261.781,1026.86164,979811.87,73.9,-44.29,7.47,-37.97,-16.51
636,W52,-122.7392877108,38.7687447914,522648.854,4291146.721,873.52988,979841.61,60.46,-40.59,5.94,-35.68,-15.96
637,W53,-122.7479541345,38.773411814,521894.548,4291662.496,718.14519,979871.42,41.92,-41.74,5.33,-37.3,-17.39
638,W54,-122.7636220644,38.7777449861,520532.273,4292139.702,684.51468,979878.02,37.77,-42.13,7.71,-35.29,-15.47
639,W55,-122.7431211188,38.7752446788,522313.809,4291867.051,807.9611,979854.29,52.33,-41.38,6.11,-36.25,-16.19
640,W56,-122.7416210828,38.7769116046,522443.587,4292052.392,834.03009,979850.03,55.96,-40.66,5.92,-35.74,-15.57
641,W57,-122.7509545455,38.7807446533,521631.695,4292475.486,916.36441,979830.84,61.83,-44.01,8.51,-36.57,-16.43
642,W58,-122.7544547881,38.7860785502,521326.08,4293066.552,995.0526,979815.35,70.13,-44.51,9.83,-35.8,-15.49
643,W6,-122.7824565257,38.8130781494,518886.944,4296056.471,1089.60984,979795.16,76.72,-48.5,13.09,-36.6,-15.5
644,W66,-122.7612886033,38.7635793618,520739.063,4290568.313,993.03734,979813.33,69.52,-44.91,10.88,-35.16,-16.36
645,W67,-122.7717891349,38.7670794807,519825.816,4290954.383,988.76468,979814.3200000001,68.88,-45.07,10.7,-35.49,-16.75
646,W68,-122.7686218874,38.7510798604,520105.459,4289179.649,681.13629,979881.28,42.39,-37.15,4.69,-33.32,-15.23
647,W69,-122.7674548324,38.7460799667,520208.279,4288625.085,616.18717,979896.54,38.06,-34.21,4.09,-30.92,-13.07
648,W7,-122.7897908555,38.8120783149,518250.438,4295944.032,1017.40401,979811.25,70.64,-46.5,9.76,-37.89,-16.96
649,W70,-122.761954616,38.7360800992,520689.136,4287516.665,604.25583,979900.06,38.79,-32.15,4.24,-28.69,-11.3
650,W71,-122.7532883056,38.7265801469,521445.188,4286464.485,624.11543,979894.37,40.08,-33.09,6.65,-27.24,-10.24
651,W73,-122.7644550964,38.7207465067,520476.189,4285814.594,442.3346,979933.27,23.44,-29.39,5.39,-24.62,-8.18
652,W76,-122.7466208913,38.7535793417,522016.457,4289462.07,970.16377,979819.23,69.25,-42.62,10.22,-33.51,-14.93
653,W77,-122.7404536221,38.7479123712,522554.123,4288834.727,970.75851,979819.77,70.48,-41.46,11.98,-30.59,-12.2
654,W78,-122.7264531057,38.7347454405,523775.111,4287377.183,1022.53789,979809.95,77.8,-39.93,12.75,-28.33,-10.44
655,W79,-122.8166248711,38.7872456777,515926.223,4293183.404,901.25622,979832.55,58.36,-45.81,10.98,-35.88,-17.06
656,W8,-122.8014574534,38.8149114092,517236.856,4296256.149,943.45936,979825.61,61.95,-46.92,9.15,-38.86,-18.03
657,W80,-122.7952906118,38.7750797172,517782.137,4291837.314,1022.89344,979805.2,69.59,-48.18,12.63,-36.7,-18.12
658,W82,-122.8679610038,38.8060796556,511464.634,4295265.671,642.6489,979891.36,35.76,-39.48,6.25,-34.05,-15.5
659,W84,-122.8891299985,38.8109130712,509625.929,4295799.581,678.57354,979884.29,39.36,-39.9,10.27,-30.49,-12.37
660,W85,-122.8982975736,38.8004135537,508831.28,4294633.552,644.06358,979891.52,36.89,-38.52,12.28,-27.06,-9.89
661,W87,-122.9414662826,38.8019136973,505082.639,4294796.734,442.47972,979942.44,25.52,-27.34,3.77,-24.19,-8.34
662,W88,-122.9191318785,38.7992467291,507022.258,4294502.266,377.59009,979951.58,14.87,-30.73,6.47,-24.8,-8.23
