,Station_ID,lonWGS84,latWGS84,xWGS84_UTM10N,yWGS84_UTM10N,zWGS84,OG,FAA,SBA,TTC,CBA,ISO
0,1,-122.9476299037,38.4104214534,504572.211,4251355.026,137.03739,979999.22,22.99,4.16,2.76,6.67,-1.73
1,3,-122.9476298782,38.412588372,504572.077,4251595.467,155.88143,979995.45,24.85,3.9,4.18,7.81,-0.47
2,4,-122.9441297259,38.412921293,504877.629,4251632.588,162.62134,979993.92,25.37,3.67,2.1,5.49,-2.63
3,5,-122.9434626898,38.4135882562,504935.818,4251706.629,163.63034,979993.4,25.1,3.29,2.08,5.08,-2.98
4,6,-122.9426296468,38.414254217,505008.498,4251780.569,164.76233,979992.88,24.87,2.93,1.95,4.6,-3.39
5,7,-122.9419626127,38.4147541871,505066.696,4251836.082,166.77632,979992.39,24.95,2.79,1.88,4.38,-3.56
6,8,-122.9414625887,38.4149211707,505110.337,4251854.638,166.92931,979992.39,24.99,2.81,1.81,4.33,-3.58
7,9,-122.9406295458,38.4155881324,505183.014,4251928.691,166.8403,979992.26,24.77,2.6,1.84,4.15,-3.69
8,10,-122.9399625156,38.4157541152,505241.233,4251947.146,167.29929,979992.4,25.03,2.81,2.03,4.56,-3.25
9,11,-122.9392964837,38.4160880922,505299.353,4251984.242,168.61128,979992.25,25.26,2.89,1.92,4.52,-3.24
10,12,-122.9387964606,38.4162540781,505342.992,4252002.689,169.92327,979992.08,25.48,2.97,1.78,4.46,-3.28
11,13,-122.9379624215,38.4165880528,505415.778,4252039.795,172.08825,979991.5700000001,25.61,2.85,1.8,4.36,-3.32
12,15,-122.935462301,38.4179209676,505633.931,4252187.845,187.54622,979990.41,29.1,4.61,1.94,6.24,-1.28
13,16,-122.9339622268,38.4189209113,505764.803,4252298.892,198.2802,979988.0700000001,29.98,4.3,1.9,5.87,-1.55
14,17,-122.9324621636,38.4189208899,505895.752,4252298.984,203.43116,979984.12,27.62,1.36,2.14,3.16,-4.2
15,18,-122.9309620861,38.4202538248,506026.591,4252446.984,210.35414,979982.0700000001,27.59,0.55,2.45,2.66,-4.57
16,19,-122.9309620717,38.4215877809,506026.482,4252595.0,210.66217,979982.01,27.51,0.43,2.6,2.69,-4.46
17,20,-122.9309620572,38.4229207374,506026.372,4252742.905,205.48519,979983.31,27.09,0.6,2.35,2.61,-4.46
18,21,-122.9309620425,38.4242536944,506026.263,4252890.81,197.19722,979985.6,26.7,1.14,2.38,3.19,-3.8
19,22,-122.9309619259,38.4255876998,506026.162,4253038.831,194.02825,979986.55,26.56,1.35,2.07,3.1,-3.81
20,23,-122.9309619094,38.4270876521,506026.039,4253205.266,194.94727,979986.72,26.88,1.57,2.38,3.62,-3.2
21,24,-122.9309618952,38.42842061,506025.929,4253353.171,193.6083,979987.05,26.68,1.52,2.28,3.48,-3.26
22,25,-122.9309618747,38.4304205473,506025.765,4253575.085,189.68034,979987.73,25.97,1.25,2.24,3.17,-3.47
23,26,-122.930961868,38.4310875264,506025.71,4253649.093,188.31035,979987.85,25.61,1.04,2.13,2.85,-3.75
24,27,-122.9311288712,38.431420518,506011.106,4253686.031,179.28936,979988.19,23.13,-0.43,2.82,2.09,-4.5
25,28,-122.9311288664,38.4319205024,506011.065,4253741.509,175.38837,979989.71,23.4,0.28,2.78,2.77,-3.79
26,29,-122.9304618373,38.4322534844,506069.255,4253778.501,166.12436,979991.64,22.45,0.36,2.01,2.09,-4.42
27,30,-122.9301288212,38.4325874702,506098.293,4253815.582,161.24936,979992.5700000001,21.84,0.3,2.48,2.5,-3.98
28,31,-122.9297958036,38.4330874511,506127.316,4253871.082,154.87936,979993.94,21.2,0.38,2.45,2.56,-3.87
29,32,-122.9294617861,38.433587432,506156.426,4253926.582,151.58736,979994.65,20.85,0.39,2.0,2.13,-4.26
30,33,-122.9296287863,38.4342534134,506141.794,4254000.469,149.03038,979995.21,20.56,0.39,2.2,2.33,-4.04
31,34,-122.9294617739,38.434920391,506156.314,4254074.488,143.17939,979996.44,19.93,0.41,1.93,2.09,-4.23
32,35,-122.9292957616,38.4355873689,506170.746,4254148.507,139.40039,979997.28,19.54,0.45,2.22,2.42,-3.86
33,36,-122.928961743,38.436253345,506199.841,4254222.427,132.9714,979998.81,19.03,0.66,2.47,2.89,-3.33
34,37,-122.9289617344,38.4372533147,506199.756,4254333.384,137.27142,979997.94,19.4,0.54,2.29,2.59,-3.58
35,38,-122.9286287148,38.4380872859,506228.748,4254425.944,132.64142,979998.87,18.83,0.49,3.07,3.32,-2.79
36,39,-122.9282956953,38.4389202574,506257.74,4254518.393,128.43643,979999.79,18.37,0.51,2.33,2.6,-3.45
37,40,-122.9279616735,38.4400872191,506286.789,4254647.903,114.66244,980002.89,17.12,0.8,2.16,2.74,-3.22
38,41,-122.929628734,38.4404202261,506141.276,4254684.741,98.99549,980005.84,15.21,0.64,3.56,4.0,-2.02
39,42,-122.9292957138,38.4414201928,506170.254,4254795.72,77.0525,980009.08,11.59,-0.53,3.27,2.58,-3.36
40,43,-122.9296287192,38.4424201701,506141.108,4254906.655,68.33653,980011.9299999999,11.66,0.52,3.69,4.06,-1.83
41,44,-122.9287956817,38.443253137,506213.734,4254999.138,56.14553,980014.08,9.97,0.2,3.37,3.43,-2.38
42,45,-122.9284616574,38.4449200841,506242.739,4255184.126,45.90855,980016.16,8.75,0.12,3.47,3.47,-2.23
43,46,-122.9276286174,38.4462530366,506315.318,4255332.088,44.41755,980016.76,8.77,0.31,2.44,2.63,-2.97
44,47,-122.9266285725,38.4474199928,506402.481,4255461.643,45.51755,980016.67,8.91,0.33,2.44,2.65,-2.84
45,49,-122.9301290654,38.418920858,506099.421,4252299.132,202.2131,979983.77,26.89,0.77,3.56,4.0,-3.26
46,50,-122.9292960302,38.4189208471,506172.141,4252299.187,196.81908,979984.84,26.3,0.78,2.33,2.78,-4.44
47,51,-122.9284619934,38.4190878308,506244.934,4252317.771,191.66806,979985.83,25.69,0.74,2.04,2.46,-4.72
48,52,-122.9276289565,38.4192538148,506317.64,4252336.246,187.06704,979986.84,25.26,0.83,2.34,2.86,-4.27
49,53,-122.9266289142,38.4192538025,506404.939,4252336.313,184.87101,979987.12,24.86,0.68,1.95,2.32,-4.76
50,54,-122.925628872,38.4192537905,506492.238,4252336.382,183.83499,979987.21,24.63,0.57,2.34,2.6,-4.45
51,55,-122.9249618246,38.4194208617,506550.453,4252354.967,181.97297,979987.39,24.23,0.36,2.07,2.13,-4.88
52,56,-122.9242957949,38.4195878483,506608.579,4252373.544,178.49896,979987.8,23.55,0.08,1.96,1.74,-5.23
53,57,-122.9241287815,38.4202538239,506623.097,4252447.452,177.64597,979987.85,23.28,-0.1,2.11,1.71,-5.22
54,58,-122.9231287332,38.4209207902,506710.334,4252521.531,176.15495,979988.02,22.93,-0.28,2.08,1.5,-5.36
55,59,-122.9227957177,38.4210877808,506739.388,4252540.085,174.96595,979988.08,22.61,-0.47,1.98,1.21,-5.63
56,60,-122.9222956936,38.421420764,506783.006,4252577.069,174.78394,979987.55,21.99,-1.07,1.96,0.6,-6.2
57,61,-122.9216286641,38.421587751,506841.217,4252595.648,175.18093,979987.72,22.27,-0.83,2.12,0.99,-5.78
58,62,-122.9207956276,38.4217537363,506913.918,4252614.128,173.77891,979988.06,22.16,-0.78,2.21,1.13,-5.58
59,63,-122.9201285982,38.4219207233,506972.129,4252632.707,172.8659,979988.25,22.05,-0.79,2.01,0.93,-5.74
60,64,-122.9192955618,38.4220877086,507044.83,4252651.299,171.67788,979988.52,21.94,-0.77,2.01,0.95,-5.67
61,65,-122.9184615269,38.4220876995,507117.634,4252651.362,169.14686,979988.94,21.58,-0.84,2.06,0.93,-5.66
62,66,-122.917961509,38.4217537049,507161.315,4252614.34,165.94684,979989.41,21.09,-0.97,2.04,0.78,-5.81
63,67,-122.9172954839,38.4214207086,507219.487,4252577.443,161.52581,979990.15,20.5,-1.07,2.08,0.73,-5.85
64,68,-122.9167954645,38.4212537086,507263.151,4252558.952,158.1428,979990.63,19.95,-1.24,2.06,0.54,-6.02
65,69,-122.9161284393,38.4209207122,507321.411,4252522.055,151.28277,979991.9299999999,19.16,-1.26,1.82,0.29,-6.25
66,70,-122.9154614156,38.4204207213,507379.689,4252466.63,144.78975,979993.22,18.49,-1.21,1.83,0.37,-6.17
67,71,-122.9146283833,38.4200877231,507452.442,4252429.747,138.14472,979994.54,17.79,-1.16,2.08,0.67,-5.85
68,72,-122.9137953497,38.4199207195,507525.178,4252411.284,133.69469,979995.33,17.22,-1.23,2.01,0.53,-5.97
69,154,-122.6334499107,38.6690790663,531887.579,4280118.707,1292.10924,979723.83,80.67,-67.25,38.39,-30.17,-14.27
70,241,-122.9256285332,38.4477529738,506489.716,4255498.66,42.25753,980017.44,8.65,0.43,1.32,1.63,-3.8
71,303,-122.7699562453,38.6384152216,520020.892,4276677.474,51.92016,980008.81,-14.06,-23.27,1.68,-21.71,-10.48
72,309,-122.7196200659,38.5192497047,524442.048,4263466.652,135.45258,979993.6,7.1,-11.49,1.48,-10.24,-4.5
73,551,-122.9492969746,38.4104214871,504426.666,4251354.949,136.64043,979999.28,22.93,4.14,2.19,6.08,-2.39
74,614,-122.8856288495,38.6037491123,509958.601,4272811.894,3.16148,980036.99,2.22,-1.56,1.55,-0.06,5.16
75,627,-122.5156124578,38.4377494991,542274.007,4254497.141,332.52975,979946.91,28.35,-12.27,3.47,-9.29,-1.91
76,730,-122.9309618815,38.4297535681,506025.82,4253501.077,191.26433,979987.5,26.29,1.39,2.24,3.31,-3.36
77,780,-122.9309621004,38.4189208692,506026.701,4252299.079,206.47912,979983.01,27.45,0.85,2.44,2.95,-4.35
78,788,-122.5501135356,38.410750648,539277.595,4251486.063,90.88312,979986.88,-3.79,-17.4,1.52,-16.06,-10.63
79,789,-122.5096123741,38.4572488275,542786.14,4256663.585,801.40097,979852.5700000001,76.92,-16.16,14.05,-3.08,5.09
80,790,-122.6067828231,38.4400842122,534316.148,4254718.32,98.24015,979981.66,-9.34,-23.77,1.9,-22.05,-16.74
81,793,-122.8874603121,38.4089208053,509825.568,4251193.211,127.5198,979991.81,12.77,-5.0,1.98,-3.24,-9.26
82,794,-122.8911274484,38.4120877397,509504.984,4251544.23,85.76696,980001.48,9.28,-3.82,1.46,-2.53,-8.51
83,795,-122.9037949475,38.4175876892,508398.427,4252153.274,36.09239,980016.9,8.88,1.34,1.88,3.12,-3.07
84,799,-122.7197870938,38.5075839906,524431.429,4262172.156,58.59436,980006.52,-2.65,-12.65,1.62,-11.15,-6.02
85,800,-122.9562999208,38.6549185023,503802.378,4278484.559,50.53028,980024.5700000001,-0.13,-9.2,3.04,-6.28,-0.26
86,801,-122.9523002807,38.7010847103,504147.725,4283607.563,28.67306,980024.61,-10.94,-17.55,1.88,-15.76,-6.56
87,802,-122.9984681866,38.7202510038,500133.163,4285733.283,34.18262,980022.29,-13.25,-20.49,3.19,-17.39,-8.68
88,807,-122.8986291609,38.5955833235,508827.629,4271904.46,88.17966,980019.47,11.66,-1.64,1.54,-0.27,3.96
89,808,-122.9711303583,38.5565843145,502515.401,4267572.536,380.04179,979946.03,31.76,-14.21,6.58,-8.18,-9.14
90,838,-122.8854601243,38.5077511828,509986.565,4262159.726,-6.94836,980031.8200000001,2.5,-0.19,1.45,1.21,0.64
91,845,-122.7604556847,38.6254153066,520851.499,4275237.063,109.49667,979995.23,-8.72,-24.37,1.61,-22.96,-12.29
92,846,-122.7381215595,38.6607472312,522784.42,4279162.964,55.46177,980014.37,-9.43,-19.02,3.05,-16.09,-2.49
93,847,-122.7284538088,38.6860805537,523617.227,4281976.525,226.92701,979976.01,2.83,-25.92,4.77,-21.51,-6.14
94,862,-122.9798009126,38.6734186694,501757.086,4280536.712,287.09224,979978.63,25.28,-10.26,4.7,-5.99,0.22
95,891,-122.8747940349,38.5699165971,510907.134,4269058.958,8.23655,980030.97,0.78,-3.58,1.32,-2.32,1.15
96,892,-122.8707934821,38.5469170718,511259.224,4266507.35,12.11301,980025.53,-1.41,-6.21,1.22,-5.06,-2.83
97,896,-122.8606250407,38.5032513562,512152.656,4261663.405,17.42991,980027.0700000001,5.68,0.25,1.18,1.35,1.4
98,897,-122.9189648868,38.7154165665,507044.995,4285199.941,40.65748,980020.37,-12.77,-20.72,1.95,-18.87,-7.54
99,902,-122.9614671366,38.7485831996,503348.404,4288877.898,59.30921,980017.0700000001,-13.26,-23.29,2.08,-21.34,-9.38
100,903,-122.8719620204,38.6580837304,511140.197,4278842.657,25.89117,980022.69,-9.91,-16.22,1.4,-14.9,-5.72
101,904,-122.8167917226,38.5475835526,515964.863,4266589.299,5.14163,980022.98,-6.18,-10.2,1.05,-9.2,-5.07
102,905,-122.8166244332,38.5327500671,515982.723,4264943.369,-5.28366,980021.7,-9.35,-12.21,1.03,-11.22,-7.95
103,906,-122.7982903305,38.5259172598,517582.358,4264188.53,1.12174,980014.14,-14.33,-17.91,1.0,-16.96,-13.46
104,920,-122.6777855242,38.6084135223,528054.285,4273372.495,80.99821,980009.85,-1.44,-13.89,2.45,-11.6,0.49
105,921,-122.6926195407,38.6400807302,526750.96,4276881.996,94.1932,980005.35,-4.69,-18.6,2.16,-16.62,-3.08
106,CH142,-122.7177876228,38.4399180774,524628.77,4254664.386,16.95501,980005.86,-10.12,-15.48,0.92,-14.63,-12.86
107,CH143,-122.7139534784,38.4404180453,524963.206,4254720.895,19.89192,980004.88,-10.24,-15.93,0.93,-15.07,-13.15
108,E1046,-122.6542844484,38.4722502956,530157.265,4258270.888,57.39699,979998.65,-7.79,-17.64,1.65,-16.12,-10.69
109,E1063,-122.9187988781,38.7154165636,507059.427,4285199.954,40.56548,980020.86,-12.31,-20.25,1.95,-18.4,-7.06
110,E1064,-122.9763013,38.7124178105,502060.393,4284864.333,30.8499,980023.56,-12.32,-19.18,2.02,-17.25,-8.21
111,E1073,-122.8722960369,38.658083735,511111.135,4278842.617,25.89018,980022.66,-9.94,-16.25,1.4,-14.93,-5.76
112,NP279,-122.5916153458,38.4895823743,535615.47,4260216.469,493.24471,979924.3200000001,50.75,-7.84,4.34,-4.17,3.74
113,NP280,-122.5827820363,38.4904152502,536385.413,4260312.341,408.13449,979943.4299999999,43.52,-5.55,3.4,-2.71,5.51
114,NP281,-122.5724477065,38.489915157,537286.927,4260260.985,304.39722,979965.06,33.18,-4.27,3.0,-1.72,6.78
115,NP282,-122.5731147003,38.4814154591,537233.131,4259317.571,217.61307,979980.19,22.3,-5.46,3.98,-1.81,6.3
116,NP283,-122.5721146492,38.4770826,537322.591,4258837.194,323.30196,979957.87,32.97,-6.61,3.92,-3.15,4.74
117,NP284,-122.5736146733,38.4722488039,537194.233,4258300.221,370.70491,979946.98,37.14,-7.74,3.56,-4.71,2.88
118,NP285,-122.5681144786,38.4717487652,537674.286,4258246.971,438.16876,979932.04,43.06,-9.38,4.13,-5.85,1.83
119,NP286,-122.565114367,38.4702487877,537936.779,4258081.763,551.46565,979905.95,52.06,-13.06,6.04,-7.75,-0.11
120,NP287,-122.5601141766,38.4667488613,538374.822,4257695.476,634.82546,979888.02,60.15,-14.29,6.75,-8.36,-0.8
121,NP288,-122.5557810142,38.4644159024,538754.089,4257438.422,692.4953,979873.59,63.72,-17.18,8.57,-9.47,-1.95
122,NP289,-122.5534469107,38.46008303,538960.05,4256958.624,801.66016,979840.1799999999,64.37,-28.74,16.2,-13.51,-6.17
123,NP290,-122.5537808998,38.4555831861,538933.329,4256459.173,674.13408,979868.08,53.33,-25.51,10.56,-15.8,-8.63
124,NP291,-122.5487807099,38.4530832286,539370.964,4256183.899,588.0849,979887.24,46.17,-23.05,9.16,-14.65,-7.44
125,NP292,-122.5452805673,38.4495833185,539678.286,4255797.045,437.16374,979920.14,32.82,-19.51,6.78,-13.33,-6.14
126,NP293,-122.5402803851,38.4485833128,540115.152,4255688.248,360.65659,979938.06,27.22,-16.55,4.69,-12.37,-5.08
127,NP592,-122.6774520664,38.418585269,528157.158,4252308.834,187.01956,979976.9,15.26,-9.13,3.03,-6.4,-4.37
128,NP593,-122.6777861,38.4132513806,528130.067,4251716.882,198.65146,979975.91,18.33,-7.36,3.29,-4.39,-2.64
129,NP594,-122.672451918,38.4089184591,528597.463,4251237.741,284.28224,979957.5,26.72,-8.55,3.75,-5.22,-3.51
130,NP595,-122.691952655,38.4162513809,526892.177,4252045.537,46.63289,980001.9,-2.84,-11.52,1.46,-10.17,-8.68
131,NP596,-122.6874524874,38.4122514438,527286.541,4251603.024,112.66069,979988.71,4.69,-11.38,2.01,-9.56,-8.14
132,NP597,-122.6749520468,38.4007516565,528382.376,4250330.779,395.72715,979927.46,31.79,-15.95,6.88,-9.63,-8.41
133,NP611,-122.7091202811,38.4022518231,525398.359,4250487.276,5.44006,980004.69,-11.5,-15.58,1.08,-14.55,-14.29
134,NP612,-122.713287425,38.4095856833,525031.972,4251299.903,7.85631,980003.55,-12.54,-16.89,1.01,-15.94,-15.48
135,NP613,-122.7111203536,38.4230853618,525216.48,4252798.421,14.06051,980003.34,-12.04,-17.08,0.96,-16.18,-15.02
136,NP614,-122.7096203267,38.4297512364,525345.088,4253538.481,17.4926,980003.56,-11.35,-16.78,0.95,-15.89,-14.32
137,NP615,-122.720287662,38.4212514802,524416.876,4252592.466,12.10771,980003.27,-12.54,-17.37,0.94,-16.49,-15.73
138,NP616,-122.7304539355,38.4174186811,523530.675,4252164.534,6.4559,980004.69,-12.51,-16.71,0.91,-15.86,-15.65
139,NP617,-122.7291208848,38.4090858751,523649.763,4251240.265,3.44671,980002.91,-14.48,-18.35,0.91,-17.48,-17.6
140,NP620,-122.6432840429,38.4829168431,531112.264,4259458.125,306.79691,979947.48,17.03,-20.72,4.63,-16.55,-10.34
141,NP621,-122.6434500483,38.4787499676,531099.575,4258995.705,166.62683,979975.11,1.78,-20.29,3.26,-17.3,-11.25
142,NP622,-122.6406168538,38.4740841411,531348.718,4258478.938,100.42867,979988.78,-4.56,-19.22,2.94,-16.47,-10.55
143,NP623,-122.6301164243,38.4724170893,532265.409,4258297.586,151.08237,979977.77,0.2,-20.13,3.31,-17.07,-10.93
144,NP624,-122.6311165568,38.4860836079,532172.09,4259813.696,362.69766,979946.86,33.36,-10.64,2.78,-8.37,-1.67
145,NP625,-122.6291164728,38.4824166984,532348.167,4259407.51,357.74754,979943.39,28.69,-14.76,3.32,-11.95,-5.37
146,NP626,-122.6284494396,38.4782498214,532408.211,4258945.381,321.02944,979946.75,21.09,-18.25,3.23,-15.48,-9.06
147,NP627,-122.6339496562,38.4759169547,531929.486,4258684.601,244.24854,979957.87,8.74,-22.02,4.34,-18.05,-11.88
148,NP628,-122.6537844673,38.4970835446,530190.517,4261026.592,253.49145,979966.7,18.54,-13.24,2.09,-11.53,-4.89
149,NP629,-122.6494502933,38.4952495481,530569.24,4260824.518,293.18131,979958.74,22.99,-13.23,2.89,-10.78,-4.13
150,NP630,-122.6414499715,38.4909165835,531268.772,4260346.412,334.82502,979950.77,28.25,-12.63,3.3,-9.82,-3.18
151,NP631,-122.6347837031,38.4872496161,531851.747,4259941.803,353.69877,979948.05,31.67,-11.32,2.92,-8.91,-2.25
152,NP632,-122.6229495069,38.4887487801,532883.169,4260112.314,414.6455,979937.52,39.8,-10.01,3.84,-6.75,0.31
153,NP633,-122.6104490414,38.4972483418,533969.367,4261059.982,525.88334,979913.1,48.93,-13.32,5.43,-8.59,-0.8
154,NP634,-122.6164492639,38.4960824576,533446.677,4260928.415,434.66247,979933.92,41.71,-10.33,3.49,-7.44,0.17
155,NP635,-122.6236165349,38.4969155269,532821.291,4261018.274,356.15667,979950.5700000001,34.07,-9.19,2.6,-7.1,0.37
156,NP636,-122.6321166091,38.4977492556,532079.698,4261107.79,279.25991,979966.23,25.94,-8.72,1.95,-7.18,0.11
157,NP637,-122.6406169398,38.4945834624,531339.832,4260753.579,220.84807,979977.73,19.71,-8.42,2.64,-6.11,0.79
158,NP638,-122.6441170025,38.4707502661,531044.832,4258107.821,74.5527,979993.73,-7.29,-19.06,1.98,-17.23,-11.56
159,NP639,-122.6376167278,38.4692502549,531612.528,4257943.588,93.5555,979990.36,-4.67,-18.56,1.98,-16.76,-10.99
160,NP742,-122.7511215573,38.4035862851,521730.584,4250624.617,-1.43283,980004.1,-14.29,-17.62,0.88,-16.78,-17.93
161,NP743,-122.7541216162,38.4149190505,521465.284,4251881.399,-0.91953,980003.69,-15.55,-18.93,0.88,-18.09,-18.82
162,NP744,-122.7532886948,38.4265857179,521534.534,4253176.13,1.22567,980005.8,-13.82,-17.44,0.88,-16.6,-16.73
163,NP745,-122.7537887187,38.4330855678,521488.963,4253897.24,2.61981,980007.8,-11.97,-15.74,0.89,-14.89,-14.71
164,NP746,-122.757454819,38.4399184612,521166.995,4254654.573,1.60103,980012.33,-8.36,-12.01,0.89,-11.16,-10.77
165,NP747,-122.7597888661,38.4505852639,520960.217,4255837.636,0.8733,980018.41,-3.45,-7.02,0.9,-6.16,-5.33
166,NP748,-122.760288763,38.4729179262,520910.148,4258315.578,10.57774,980013.45,-7.41,-12.06,0.95,-11.17,-9.24
167,NP749,-122.7472881293,38.4829178108,522041.157,4259428.211,17.95759,980009.9299999999,-9.55,-15.02,1.0,-14.09,-11.18
168,NP750,-122.7599544357,38.4827510191,520936.467,4259406.748,11.70492,980010.54,-10.84,-15.62,0.95,-14.72,-12.23
169,NP751,-122.7607884194,38.4899179198,520861.662,4260201.808,14.40808,980008.9,-12.29,-17.36,0.97,-16.45,-13.62
170,NP752,-122.7452880337,38.4890846824,522213.71,4260112.977,16.27966,980008.7,-11.85,-17.13,1.04,-16.15,-12.85
171,NP753,-122.7146201477,38.4772505144,524892.365,4258807.685,89.41864,980000.81,3.86,-9.6,1.38,-8.38,-4.67
172,NP754,-122.722620376,38.4830845058,524192.59,4259452.901,94.90496,980000.04,4.27,-9.8,1.44,-8.54,-4.81
173,NP755,-122.7239533476,38.4912503787,524073.614,4260358.65,132.70015,979993.39,8.55,-9.74,1.62,-8.35,-4.25
174,NP756,-122.716953123,38.488917339,524684.89,4260101.626,138.53593,979991.16,8.32,-10.62,1.45,-9.41,-5.18
175,NP757,-122.7236202757,38.4979172466,524100.439,4261098.505,234.89727,979969.17,15.27,-14.46,3.66,-11.16,-6.74
176,NP758,-122.7134529251,38.4965841507,524987.499,4260953.293,130.59298,979993.28,7.3,-10.75,1.72,-9.25,-4.49
177,NP759,-122.6906190768,38.492249991,526980.279,4260478.813,173.88931,979980.55,8.3,-14.59,2.11,-12.76,-7.51
178,NP760,-122.6944523282,38.4805842668,526650.286,4259183.248,166.48319,979980.49,7.0,-15.07,1.94,-13.4,-8.88
179,NP761,-122.6831188693,38.4777502352,527639.891,4258872.121,86.03084,979996.86,-1.21,-14.28,1.62,-12.82,-8.03
180,NP762,-122.6746183452,38.4917499017,528375.859,4260428.133,82.67689,979995.33,-5.04,-17.72,1.63,-16.24,-10.47
181,NP763,-122.6684510916,38.48891692,528914.826,4260115.699,70.57667,979997.35,-6.5,-17.83,1.74,-16.23,-10.39
182,NP764,-122.6679510868,38.4825840795,528960.966,4259413.153,60.51854,979998.98,-7.41,-17.61,1.53,-16.2,-10.67
183,NP765,-122.7404541146,38.616747208,522595.288,4274279.949,86.66499,980008.9299999999,-1.31,-14.4,2.01,-12.56,-1.8
184,NP766,-122.742454184,38.6114143464,522422.828,4273687.703,53.93394,980010.63,-9.23,-18.67,1.83,-16.95,-6.56
185,NP767,-122.7402880744,38.6042474769,522613.667,4272892.971,82.10774,980001.98,-8.55,-21.14,1.69,-19.6,-9.61
186,NP768,-122.7346208295,38.6017474648,523107.928,4272616.971,101.44255,980000.19,-4.15,-18.91,1.96,-17.12,-7.12
187,NP769,-122.7271205176,38.6042473093,523760.196,4272896.277,176.3654,979991.88,10.43,-12.71,1.79,-11.2,-0.84
188,NP770,-122.7196201986,38.603581203,524413.491,4272824.33,297.9182,979966.9299999999,23.03,-13.7,3.66,-10.48,0.01
189,NP771,-122.7141199738,38.6047471006,524892.01,4272955.179,358.86608,979952.69,27.49,-16.06,6.22,-10.35,0.34
190,NP772,-122.7104528112,38.6007471552,525212.716,4272512.331,372.48791,979952.06,31.42,-13.66,5.38,-8.81,1.76
191,NP773,-122.7072866656,38.5949142719,525490.475,4271865.966,313.34671,979966.39,28.02,-10.44,2.98,-7.92,2.43
192,NP774,-122.7199531911,38.5949144315,524387.429,4271862.545,219.37604,979982.77,15.41,-12.54,1.76,-11.12,-1.11
193,NP775,-122.727120508,38.5985814466,523762.065,4272267.571,156.59729,979993.54,6.49,-14.43,1.87,-12.82,-2.79
194,NP776,-122.7466213314,38.586081984,522067.777,4270875.721,78.61556,980004.02,-5.96,-18.17,1.54,-16.78,-8.08
195,NP777,-122.7382879735,38.5890818185,522792.615,4271210.628,97.0934,979999.6,-4.95,-19.22,2.01,-17.39,-8.27
196,NP778,-122.7231203114,38.5875816715,524114.078,4271048.039,158.59898,979989.11,3.65,-17.5,3.03,-14.73,-5.23
197,NP779,-122.731953703,38.588414764,523344.487,4271138.2,117.29222,979997.26,-1.01,-17.54,2.59,-15.15,-5.86
198,NP780,-122.7424541601,38.5785821363,522433.046,4270044.522,90.43331,980004.01,-1.66,-15.19,1.98,-13.38,-5.0
199,NP781,-122.7554547111,38.587748032,521297.949,4271058.507,48.47882,980010.49,-8.93,-17.77,1.55,-16.33,-7.78
200,NP782,-122.6902860532,38.620913372,526961.219,4274755.785,115.09177,980001.5,-0.38,-16.64,1.63,-15.21,-2.77
201,NP783,-122.6976193637,38.6247463886,526321.437,4275178.984,124.96504,979999.66,0.49,-16.87,1.81,-15.28,-2.81
202,NP784,-122.704452626,38.6199136011,525728.345,4274640.78,80.95012,980009.86,-2.45,-14.9,2.02,-13.03,-1.02
203,NP785,-122.7082872168,38.6250813634,525392.709,4275213.149,110.27732,980004.47,0.75,-14.98,1.77,-13.4,-1.2
204,NP786,-122.6889523473,38.6252469961,527075.691,4275237.055,102.70282,980003.95,-2.14,-17.01,1.66,-15.53,-2.78
205,NP787,-122.6534508574,38.6389130213,530160.263,4276764.569,239.67317,979972.7,7.62,-22.56,3.21,-19.71,-5.32
206,NP788,-122.6586180777,38.6362461666,529711.658,4276466.957,192.09025,979982.46,2.94,-21.92,2.82,-19.4,-5.26
207,NP789,-122.6629512634,38.6334133071,529335.679,4276151.215,163.95731,979988.19,0.25,-21.46,2.5,-19.23,-5.35
208,NP790,-122.6676184617,38.6292464897,528931.134,4275687.365,131.76335,979995.3200000001,-2.17,-20.29,2.18,-18.34,-4.8
209,NP791,-122.6864522527,38.6320807868,527290.726,4275996.102,106.08989,980002.54,-3.11,-18.36,1.88,-16.67,-3.45
210,NP792,-122.6942866096,38.6347468802,526607.849,4276289.643,95.32214,980005.12,-4.09,-18.13,1.86,-16.44,-3.26
211,NP793,-122.7506215425,38.6134144045,521711.146,4273907.674,27.00018,980013.96,-14.38,-20.81,1.73,-19.15,-8.88
212,NP794,-122.7599549523,38.6140814993,520898.375,4273979.532,27.19144,980014.17,-14.16,-20.61,1.6,-19.09,-9.08
213,NP795,-122.7684553235,38.6132476086,520158.563,4273885.099,27.86864,980016.51,-11.53,-18.06,1.33,-16.81,-7.13
214,NP796,-122.7569547874,38.6037476799,521162.606,4272833.539,41.60916,980010.88,-12.08,-20.15,1.54,-18.71,-9.25
215,NP797,-122.7632890724,38.6077476629,520609.917,4273275.951,22.5584,980016.3,-12.89,-18.83,1.77,-17.13,-7.61
216,NP798,-122.7711224072,38.6055817874,519928.484,4273033.888,54.53656,980011.66,-7.47,-16.98,1.25,-15.85,-6.73
217,NP799,-122.766122424,38.5739154699,520372.782,4269521.181,146.25083,979992.1,4.09,-15.69,1.49,-14.44,-7.14
